Province/State,Country/Region,Lat,Long,Date,Confirmed,Status,Area
,The Bahamas,24.25,-76,15-02-2019 00:00,0,Confirmed,"The Bahamas,"
,The Gambia,13.4667,-16.6,15-02-2019 00:00,0,Confirmed,"The Gambia,"
,Lebanon,33.8547,35.8623,14-02-2019 00:00,0,Confirmed,"Lebanon,"
,Iraq,33,44,14-02-2019 00:00,0,Confirmed,"Iraq,"
,Oman,21,57,14-02-2019 00:00,0,Confirmed,"Oman,"
,Afghanistan,33,65,14-02-2019 00:00,0,Confirmed,"Afghanistan,"
,Bahrain,26.0275,50.55,14-02-2019 00:00,0,Confirmed,"Bahrain,"
,Kuwait,29.5,47.75,14-02-2019 00:00,0,Confirmed,"Kuwait,"
,Algeria,28.0339,1.6596,14-02-2019 00:00,0,Confirmed,"Algeria,"
,Croatia,45.1,15.2,14-02-2019 00:00,0,Confirmed,"Croatia,"
,Switzerland,46.8182,8.2275,14-02-2019 00:00,0,Confirmed,"Switzerland,"
,Austria,47.5162,14.5501,14-02-2019 00:00,0,Confirmed,"Austria,"
,Israel,31,35,14-02-2019 00:00,0,Confirmed,"Israel,"
,Pakistan,30.3753,69.3451,14-02-2019 00:00,0,Confirmed,"Pakistan,"
,Brazil,-14.235,-51.9253,14-02-2019 00:00,0,Confirmed,"Brazil,"
,Georgia,42.3154,43.3569,14-02-2019 00:00,0,Confirmed,"Georgia,"
,Greece,39.0742,21.8243,14-02-2019 00:00,0,Confirmed,"Greece,"
,North Macedonia,41.6086,21.7453,14-02-2019 00:00,0,Confirmed,"North Macedonia,"
,Norway,60.472,8.4689,14-02-2019 00:00,0,Confirmed,"Norway,"
,Romania,45.9432,24.9668,14-02-2019 00:00,0,Confirmed,"Romania,"
,Estonia,58.5953,25.0136,14-02-2019 00:00,0,Confirmed,"Estonia,"
,San Marino,43.9424,12.4578,14-02-2019 00:00,0,Confirmed,"San Marino,"
,Belarus,53.7098,27.9534,14-02-2019 00:00,0,Confirmed,"Belarus,"
,Iceland,64.9631,-19.0208,14-02-2019 00:00,0,Confirmed,"Iceland,"
,Lithuania,55.1694,23.8813,14-02-2019 00:00,0,Confirmed,"Lithuania,"
,Mexico,23.6345,-102.5528,14-02-2019 00:00,0,Confirmed,"Mexico,"
,New Zealand,-40.9006,174.886,14-02-2019 00:00,0,Confirmed,"New Zealand,"
,Nigeria,9.082,8.6753,14-02-2019 00:00,0,Confirmed,"Nigeria,"
,Ireland,53.1424,-7.6921,14-02-2019 00:00,0,Confirmed,"Ireland,"
,Luxembourg,49.8153,6.1296,14-02-2019 00:00,0,Confirmed,"Luxembourg,"
,Monaco,43.7333,7.4167,14-02-2019 00:00,0,Confirmed,"Monaco,"
,Qatar,25.3548,51.1839,14-02-2019 00:00,0,Confirmed,"Qatar,"
,Ecuador,-1.8312,-78.1834,14-02-2019 00:00,0,Confirmed,"Ecuador,"
,Azerbaijan,40.1431,47.5769,14-02-2019 00:00,0,Confirmed,"Azerbaijan,"
,Armenia,40.0691,45.0382,14-02-2019 00:00,0,Confirmed,"Armenia,"
,Dominican Republic,18.7357,-70.1627,14-02-2019 00:00,0,Confirmed,"Dominican Republic,"
,Indonesia,-0.7893,113.9213,14-02-2019 00:00,0,Confirmed,"Indonesia,"
,Portugal,39.3999,-8.2245,14-02-2019 00:00,0,Confirmed,"Portugal,"
,Andorra,42.5063,1.5218,14-02-2019 00:00,0,Confirmed,"Andorra,"
,Latvia,56.8796,24.6032,14-02-2019 00:00,0,Confirmed,"Latvia,"
,Morocco,31.7917,-7.0926,14-02-2019 00:00,0,Confirmed,"Morocco,"
,Saudi Arabia,24,45,14-02-2019 00:00,0,Confirmed,"Saudi Arabia,"
,Senegal,14.4974,-14.4524,14-02-2019 00:00,0,Confirmed,"Senegal,"
,Argentina,-38.4161,-63.6167,14-02-2019 00:00,0,Confirmed,"Argentina,"
,Chile,-35.6751,-71.543,14-02-2019 00:00,0,Confirmed,"Chile,"
,Jordan,31.24,36.51,14-02-2019 00:00,0,Confirmed,"Jordan,"
,Ukraine,48.3794,31.1656,14-02-2019 00:00,0,Confirmed,"Ukraine,"
,Hungary,47.1625,19.5033,14-02-2019 00:00,0,Confirmed,"Hungary,"
,Liechtenstein,47.14,9.55,14-02-2019 00:00,0,Confirmed,"Liechtenstein,"
,Poland,51.9194,19.1451,14-02-2019 00:00,0,Confirmed,"Poland,"
,Tunisia,34,9,14-02-2019 00:00,0,Confirmed,"Tunisia,"
,Bosnia and Herzegovina,43.9159,17.6791,14-02-2019 00:00,0,Confirmed,"Bosnia and Herzegovina,"
,Slovenia,46.1512,14.9955,14-02-2019 00:00,0,Confirmed,"Slovenia,"
,South Africa,-30.5595,22.9375,14-02-2019 00:00,0,Confirmed,"South Africa,"
,Bhutan,27.5142,90.4336,14-02-2019 00:00,0,Confirmed,"Bhutan,"
,Cameroon,3.848,11.5021,14-02-2019 00:00,0,Confirmed,"Cameroon,"
,Colombia,4.5709,-74.2973,14-02-2019 00:00,0,Confirmed,"Colombia,"
,Costa Rica,9.7489,-83.7534,14-02-2019 00:00,0,Confirmed,"Costa Rica,"
,Peru,-9.19,-75.0152,14-02-2019 00:00,0,Confirmed,"Peru,"
,Serbia,44.0165,21.0059,14-02-2019 00:00,0,Confirmed,"Serbia,"
,Slovakia,48.669,19.699,14-02-2019 00:00,0,Confirmed,"Slovakia,"
,Togo,8.6195,0.8248,14-02-2019 00:00,0,Confirmed,"Togo,"
,Malta,35.9375,14.3754,14-02-2019 00:00,0,Confirmed,"Malta,"
,Martinique,14.6415,-61.0242,14-02-2019 00:00,0,Confirmed,"Martinique,"
,Bulgaria,42.7339,25.4858,14-02-2019 00:00,0,Confirmed,"Bulgaria,"
,Maldives,3.2028,73.2207,14-02-2019 00:00,0,Confirmed,"Maldives,"
,Bangladesh,23.685,90.3563,14-02-2019 00:00,0,Confirmed,"Bangladesh,"
,Paraguay,-23.4425,-58.4438,14-02-2019 00:00,0,Confirmed,"Paraguay,"
,Albania,41.1533,20.1683,14-02-2019 00:00,0,Confirmed,"Albania,"
,Cyprus,35.1264,33.4299,14-02-2019 00:00,0,Confirmed,"Cyprus,"
,Brunei,4.5353,114.7277,14-02-2019 00:00,0,Confirmed,"Brunei,"
,Burkina Faso,12.2383,-1.5616,14-02-2019 00:00,0,Confirmed,"Burkina Faso,"
,Holy See,41.9029,12.4534,14-02-2019 00:00,0,Confirmed,"Holy See,"
,Mongolia,46.8625,103.8467,14-02-2019 00:00,0,Confirmed,"Mongolia,"
,Panama,8.538,-80.7821,14-02-2019 00:00,0,Confirmed,"Panama,"
,Iran,32,53,14-02-2019 00:00,0,Confirmed,"Iran,"
,Czechia,49.8175,15.473,14-02-2019 00:00,0,Confirmed,"Czechia,"
,Moldova,47.4116,28.3699,14-02-2019 00:00,0,Confirmed,"Moldova,"
,Bolivia,-16.2902,-63.5887,14-02-2019 00:00,0,Confirmed,"Bolivia,"
,Honduras,15.2,-86.2419,14-02-2019 00:00,0,Confirmed,"Honduras,"
,Congo (Kinshasa),-4.0383,21.7587,14-02-2019 00:00,0,Confirmed,"Congo (Kinshasa),"
,Cote d'Ivoire,7.54,-5.5471,14-02-2019 00:00,0,Confirmed,"Cote d'Ivoire,"
,Jamaica,18.1096,-77.2975,14-02-2019 00:00,0,Confirmed,"Jamaica,"
,Turkey,38.9637,35.2433,14-02-2019 00:00,0,Confirmed,"Turkey,"
,Cuba,22,-80,14-02-2019 00:00,0,Confirmed,"Cuba,"
,Guyana,5,-58.75,14-02-2019 00:00,0,Confirmed,"Guyana,"
,Kazakhstan,48.0196,66.9237,14-02-2019 00:00,0,Confirmed,"Kazakhstan,"
,Ethiopia,9.145,40.4897,14-02-2019 00:00,0,Confirmed,"Ethiopia,"
,Sudan,12.8628,30.2176,14-02-2019 00:00,0,Confirmed,"Sudan,"
,Guinea,9.9456,-9.6966,14-02-2019 00:00,0,Confirmed,"Guinea,"
,Kenya,-0.0236,37.9062,14-02-2019 00:00,0,Confirmed,"Kenya,"
,Antigua and Barbuda,17.0608,-61.7964,14-02-2019 00:00,0,Confirmed,"Antigua and Barbuda,"
,Uruguay,-32.5228,-55.7658,14-02-2019 00:00,0,Confirmed,"Uruguay,"
,Ghana,7.9465,-1.0232,14-02-2019 00:00,0,Confirmed,"Ghana,"
,Namibia,-22.9576,18.4904,14-02-2019 00:00,0,Confirmed,"Namibia,"
,Seychelles,-4.6796,55.492,14-02-2019 00:00,0,Confirmed,"Seychelles,"
,Trinidad and Tobago,10.6918,-61.2225,14-02-2019 00:00,0,Confirmed,"Trinidad and Tobago,"
,Venezuela,6.4238,-66.5897,14-02-2019 00:00,0,Confirmed,"Venezuela,"
,Eswatini,-26.5225,31.4659,14-02-2019 00:00,0,Confirmed,"Eswatini,"
,Gabon,-0.8037,11.6094,14-02-2019 00:00,0,Confirmed,"Gabon,"
,Guatemala,15.7835,-90.2308,14-02-2019 00:00,0,Confirmed,"Guatemala,"
,Mauritania,21.0079,10.9408,14-02-2019 00:00,0,Confirmed,"Mauritania,"
,Rwanda,-1.9403,29.8739,14-02-2019 00:00,0,Confirmed,"Rwanda,"
,Saint Lucia,13.9094,-60.9789,14-02-2019 00:00,0,Confirmed,"Saint Lucia,"
,Saint Vincent and the Grenadines,12.9843,-61.2872,14-02-2019 00:00,0,Confirmed,"Saint Vincent and the Grenadines,"
,Suriname,3.9193,-56.0278,14-02-2019 00:00,0,Confirmed,"Suriname,"
,Kosovo,42.6026,20.903,14-02-2019 00:00,0,Confirmed,"Kosovo,"
,Central African Republic,6.6111,20.9394,14-02-2019 00:00,0,Confirmed,"Central African Republic,"
,Congo (Brazzaville),-4.0383,21.7587,14-02-2019 00:00,0,Confirmed,"Congo (Brazzaville),"
,Equatorial Guinea,1.5,10,14-02-2019 00:00,0,Confirmed,"Equatorial Guinea,"
,Uzbekistan,41.3775,64.5853,14-02-2019 00:00,0,Confirmed,"Uzbekistan,"
,Benin,9.3077,2.3158,14-02-2019 00:00,0,Confirmed,"Benin,"
,Liberia,6.4281,-9.4295,14-02-2019 00:00,0,Confirmed,"Liberia,"
,Somalia,5.1521,46.1996,14-02-2019 00:00,0,Confirmed,"Somalia,"
,Tanzania,-6.369,34.8888,14-02-2019 00:00,0,Confirmed,"Tanzania,"
,Barbados,13.1939,-59.5432,14-02-2019 00:00,0,Confirmed,"Barbados,"
,Montenegro,42.5,19.3,14-02-2019 00:00,0,Confirmed,"Montenegro,"
,Kyrgyzstan,41.2044,74.7661,14-02-2019 00:00,0,Confirmed,"Kyrgyzstan,"
,Mauritius,-20.2,57.5,14-02-2019 00:00,0,Confirmed,"Mauritius,"
,Zambia,-15.4167,28.2833,14-02-2019 00:00,0,Confirmed,"Zambia,"
,Djibouti,11.8251,42.5903,14-02-2019 00:00,0,Confirmed,"Djibouti,"
,"Gambia, The",13.4432,-15.3101,14-02-2019 00:00,0,Confirmed,"Gambia, The,"
,"Bahamas, The",25.0343,-77.3963,14-02-2019 00:00,0,Confirmed,"Bahamas, The,"
,Chad,15.4542,18.7322,14-02-2019 00:00,0,Confirmed,"Chad,"
,El Salvador,13.7942,-88.8965,14-02-2019 00:00,0,Confirmed,"El Salvador,"
,Fiji,-17.7134,178.065,14-02-2019 00:00,0,Confirmed,"Fiji,"
,Nicaragua,12.8654,-85.2072,14-02-2019 00:00,0,Confirmed,"Nicaragua,"
,Madagascar,-18.7669,46.8691,14-02-2019 00:00,0,Confirmed,"Madagascar,"
,Haiti,18.9712,-72.2852,14-02-2019 00:00,0,Confirmed,"Haiti,"
,Angola,-11.2027,17.8739,14-02-2019 00:00,0,Confirmed,"Angola,"
,Cabo Verde,16.5388,-23.0418,14-02-2019 00:00,0,Confirmed,"Cabo Verde,"
,Niger,17.6078,8.0817,14-02-2019 00:00,0,Confirmed,"Niger,"
,Papua New Guinea,-6.315,143.9555,14-02-2019 00:00,0,Confirmed,"Papua New Guinea,"
,Zimbabwe,-20,30,14-02-2019 00:00,0,Confirmed,"Zimbabwe,"
,Cape Verde,15.1111,-23.6167,14-02-2019 00:00,0,Confirmed,"Cape Verde,"
,East Timor,-8.55,125.56,14-02-2019 00:00,0,Confirmed,"East Timor,"
,Eritrea,15.1794,39.7823,14-02-2019 00:00,0,Confirmed,"Eritrea,"
,Uganda,1,32,14-02-2019 00:00,0,Confirmed,"Uganda,"
,Dominica,15.415,-61.371,14-02-2019 00:00,0,Confirmed,"Dominica,"
,Grenada,12.1165,-61.679,14-02-2019 00:00,0,Confirmed,"Grenada,"
,Mozambique,-18.6657,35.5296,14-02-2019 00:00,0,Confirmed,"Mozambique,"
,Syria,34.8021,38.9968,14-02-2019 00:00,0,Confirmed,"Syria,"
,Timor-Leste,-8.8742,125.7275,14-02-2019 00:00,0,Confirmed,"Timor-Leste,"
,Guadeloupe,16.265,-61.551,14-02-2019 00:00,0,Confirmed,"Guadeloupe,"
,Reunion,-21.1151,55.5364,14-02-2019 00:00,0,Confirmed,"Reunion,"
,French Guiana,3.9339,-53.1258,14-02-2019 00:00,0,Confirmed,"French Guiana,"
,Mayotte,-12.8275,45.1662,14-02-2019 00:00,0,Confirmed,"Mayotte,"
,Greenland,72,-40,14-02-2019 00:00,0,Confirmed,"Greenland,"
,Guam,13.4443,144.7937,14-02-2019 00:00,0,Confirmed,"Guam,"
,Guernsey,49.45,-2.58,14-02-2019 00:00,0,Confirmed,"Guernsey,"
,Jersey,49.19,-2.11,14-02-2019 00:00,0,Confirmed,"Jersey,"
,Puerto Rico,18.2,-66.5,14-02-2019 00:00,0,Confirmed,"Puerto Rico,"
,Republic of the Congo,-1.44,15.556,14-02-2019 00:00,0,Confirmed,"Republic of the Congo,"
,The Bahamas,24.25,-76,14-02-2019 00:00,0,Confirmed,"The Bahamas,"
,The Gambia,13.4667,-16.6,14-02-2019 00:00,0,Confirmed,"The Gambia,"
,Egypt,26,30,13-02-2019 00:00,0,Confirmed,"Egypt,"
,Lebanon,33.8547,35.8623,13-02-2019 00:00,0,Confirmed,"Lebanon,"
,Iraq,33,44,13-02-2019 00:00,0,Confirmed,"Iraq,"
,Oman,21,57,13-02-2019 00:00,0,Confirmed,"Oman,"
,Afghanistan,33,65,13-02-2019 00:00,0,Confirmed,"Afghanistan,"
,Bahrain,26.0275,50.55,13-02-2019 00:00,0,Confirmed,"Bahrain,"
,Kuwait,29.5,47.75,13-02-2019 00:00,0,Confirmed,"Kuwait,"
,Algeria,28.0339,1.6596,13-02-2019 00:00,0,Confirmed,"Algeria,"
,Croatia,45.1,15.2,13-02-2019 00:00,0,Confirmed,"Croatia,"
,Switzerland,46.8182,8.2275,13-02-2019 00:00,0,Confirmed,"Switzerland,"
,Austria,47.5162,14.5501,13-02-2019 00:00,0,Confirmed,"Austria,"
,Israel,31,35,13-02-2019 00:00,0,Confirmed,"Israel,"
,Pakistan,30.3753,69.3451,13-02-2019 00:00,0,Confirmed,"Pakistan,"
,Brazil,-14.235,-51.9253,13-02-2019 00:00,0,Confirmed,"Brazil,"
,Georgia,42.3154,43.3569,13-02-2019 00:00,0,Confirmed,"Georgia,"
,Greece,39.0742,21.8243,13-02-2019 00:00,0,Confirmed,"Greece,"
,North Macedonia,41.6086,21.7453,13-02-2019 00:00,0,Confirmed,"North Macedonia,"
,Norway,60.472,8.4689,13-02-2019 00:00,0,Confirmed,"Norway,"
,Romania,45.9432,24.9668,13-02-2019 00:00,0,Confirmed,"Romania,"
,Estonia,58.5953,25.0136,13-02-2019 00:00,0,Confirmed,"Estonia,"
,San Marino,43.9424,12.4578,13-02-2019 00:00,0,Confirmed,"San Marino,"
,Belarus,53.7098,27.9534,13-02-2019 00:00,0,Confirmed,"Belarus,"
,Iceland,64.9631,-19.0208,13-02-2019 00:00,0,Confirmed,"Iceland,"
,Lithuania,55.1694,23.8813,13-02-2019 00:00,0,Confirmed,"Lithuania,"
,Mexico,23.6345,-102.5528,13-02-2019 00:00,0,Confirmed,"Mexico,"
,New Zealand,-40.9006,174.886,13-02-2019 00:00,0,Confirmed,"New Zealand,"
,Nigeria,9.082,8.6753,13-02-2019 00:00,0,Confirmed,"Nigeria,"
,Ireland,53.1424,-7.6921,13-02-2019 00:00,0,Confirmed,"Ireland,"
,Luxembourg,49.8153,6.1296,13-02-2019 00:00,0,Confirmed,"Luxembourg,"
,Monaco,43.7333,7.4167,13-02-2019 00:00,0,Confirmed,"Monaco,"
,Qatar,25.3548,51.1839,13-02-2019 00:00,0,Confirmed,"Qatar,"
,Ecuador,-1.8312,-78.1834,13-02-2019 00:00,0,Confirmed,"Ecuador,"
,Azerbaijan,40.1431,47.5769,13-02-2019 00:00,0,Confirmed,"Azerbaijan,"
,Armenia,40.0691,45.0382,13-02-2019 00:00,0,Confirmed,"Armenia,"
,Dominican Republic,18.7357,-70.1627,13-02-2019 00:00,0,Confirmed,"Dominican Republic,"
,Indonesia,-0.7893,113.9213,13-02-2019 00:00,0,Confirmed,"Indonesia,"
,Portugal,39.3999,-8.2245,13-02-2019 00:00,0,Confirmed,"Portugal,"
,Andorra,42.5063,1.5218,13-02-2019 00:00,0,Confirmed,"Andorra,"
,Latvia,56.8796,24.6032,13-02-2019 00:00,0,Confirmed,"Latvia,"
,Morocco,31.7917,-7.0926,13-02-2019 00:00,0,Confirmed,"Morocco,"
,Saudi Arabia,24,45,13-02-2019 00:00,0,Confirmed,"Saudi Arabia,"
,Senegal,14.4974,-14.4524,13-02-2019 00:00,0,Confirmed,"Senegal,"
,Argentina,-38.4161,-63.6167,13-02-2019 00:00,0,Confirmed,"Argentina,"
,Chile,-35.6751,-71.543,13-02-2019 00:00,0,Confirmed,"Chile,"
,Jordan,31.24,36.51,13-02-2019 00:00,0,Confirmed,"Jordan,"
,Ukraine,48.3794,31.1656,13-02-2019 00:00,0,Confirmed,"Ukraine,"
,Hungary,47.1625,19.5033,13-02-2019 00:00,0,Confirmed,"Hungary,"
,Liechtenstein,47.14,9.55,13-02-2019 00:00,0,Confirmed,"Liechtenstein,"
,Poland,51.9194,19.1451,13-02-2019 00:00,0,Confirmed,"Poland,"
,Tunisia,34,9,13-02-2019 00:00,0,Confirmed,"Tunisia,"
,Bosnia and Herzegovina,43.9159,17.6791,13-02-2019 00:00,0,Confirmed,"Bosnia and Herzegovina,"
,Slovenia,46.1512,14.9955,13-02-2019 00:00,0,Confirmed,"Slovenia,"
,South Africa,-30.5595,22.9375,13-02-2019 00:00,0,Confirmed,"South Africa,"
,Bhutan,27.5142,90.4336,13-02-2019 00:00,0,Confirmed,"Bhutan,"
,Cameroon,3.848,11.5021,13-02-2019 00:00,0,Confirmed,"Cameroon,"
,Colombia,4.5709,-74.2973,13-02-2019 00:00,0,Confirmed,"Colombia,"
,Costa Rica,9.7489,-83.7534,13-02-2019 00:00,0,Confirmed,"Costa Rica,"
,Peru,-9.19,-75.0152,13-02-2019 00:00,0,Confirmed,"Peru,"
,Serbia,44.0165,21.0059,13-02-2019 00:00,0,Confirmed,"Serbia,"
,Slovakia,48.669,19.699,13-02-2019 00:00,0,Confirmed,"Slovakia,"
,Togo,8.6195,0.8248,13-02-2019 00:00,0,Confirmed,"Togo,"
,Malta,35.9375,14.3754,13-02-2019 00:00,0,Confirmed,"Malta,"
,Martinique,14.6415,-61.0242,13-02-2019 00:00,0,Confirmed,"Martinique,"
,Bulgaria,42.7339,25.4858,13-02-2019 00:00,0,Confirmed,"Bulgaria,"
,Maldives,3.2028,73.2207,13-02-2019 00:00,0,Confirmed,"Maldives,"
,Bangladesh,23.685,90.3563,13-02-2019 00:00,0,Confirmed,"Bangladesh,"
,Paraguay,-23.4425,-58.4438,13-02-2019 00:00,0,Confirmed,"Paraguay,"
,Albania,41.1533,20.1683,13-02-2019 00:00,0,Confirmed,"Albania,"
,Cyprus,35.1264,33.4299,13-02-2019 00:00,0,Confirmed,"Cyprus,"
,Brunei,4.5353,114.7277,13-02-2019 00:00,0,Confirmed,"Brunei,"
,Burkina Faso,12.2383,-1.5616,13-02-2019 00:00,0,Confirmed,"Burkina Faso,"
,Holy See,41.9029,12.4534,13-02-2019 00:00,0,Confirmed,"Holy See,"
,Mongolia,46.8625,103.8467,13-02-2019 00:00,0,Confirmed,"Mongolia,"
,Panama,8.538,-80.7821,13-02-2019 00:00,0,Confirmed,"Panama,"
,Iran,32,53,13-02-2019 00:00,0,Confirmed,"Iran,"
,Czechia,49.8175,15.473,13-02-2019 00:00,0,Confirmed,"Czechia,"
,Moldova,47.4116,28.3699,13-02-2019 00:00,0,Confirmed,"Moldova,"
,Bolivia,-16.2902,-63.5887,13-02-2019 00:00,0,Confirmed,"Bolivia,"
,Honduras,15.2,-86.2419,13-02-2019 00:00,0,Confirmed,"Honduras,"
,Congo (Kinshasa),-4.0383,21.7587,13-02-2019 00:00,0,Confirmed,"Congo (Kinshasa),"
,Cote d'Ivoire,7.54,-5.5471,13-02-2019 00:00,0,Confirmed,"Cote d'Ivoire,"
,Jamaica,18.1096,-77.2975,13-02-2019 00:00,0,Confirmed,"Jamaica,"
,Turkey,38.9637,35.2433,13-02-2019 00:00,0,Confirmed,"Turkey,"
,Cuba,22,-80,13-02-2019 00:00,0,Confirmed,"Cuba,"
,Guyana,5,-58.75,13-02-2019 00:00,0,Confirmed,"Guyana,"
,Kazakhstan,48.0196,66.9237,13-02-2019 00:00,0,Confirmed,"Kazakhstan,"
,Ethiopia,9.145,40.4897,13-02-2019 00:00,0,Confirmed,"Ethiopia,"
,Sudan,12.8628,30.2176,13-02-2019 00:00,0,Confirmed,"Sudan,"
,Guinea,9.9456,-9.6966,13-02-2019 00:00,0,Confirmed,"Guinea,"
,Kenya,-0.0236,37.9062,13-02-2019 00:00,0,Confirmed,"Kenya,"
,Antigua and Barbuda,17.0608,-61.7964,13-02-2019 00:00,0,Confirmed,"Antigua and Barbuda,"
,Uruguay,-32.5228,-55.7658,13-02-2019 00:00,0,Confirmed,"Uruguay,"
,Ghana,7.9465,-1.0232,13-02-2019 00:00,0,Confirmed,"Ghana,"
,Namibia,-22.9576,18.4904,13-02-2019 00:00,0,Confirmed,"Namibia,"
,Seychelles,-4.6796,55.492,13-02-2019 00:00,0,Confirmed,"Seychelles,"
,Trinidad and Tobago,10.6918,-61.2225,13-02-2019 00:00,0,Confirmed,"Trinidad and Tobago,"
,Venezuela,6.4238,-66.5897,13-02-2019 00:00,0,Confirmed,"Venezuela,"
,Eswatini,-26.5225,31.4659,13-02-2019 00:00,0,Confirmed,"Eswatini,"
,Gabon,-0.8037,11.6094,13-02-2019 00:00,0,Confirmed,"Gabon,"
,Guatemala,15.7835,-90.2308,13-02-2019 00:00,0,Confirmed,"Guatemala,"
,Mauritania,21.0079,10.9408,13-02-2019 00:00,0,Confirmed,"Mauritania,"
,Rwanda,-1.9403,29.8739,13-02-2019 00:00,0,Confirmed,"Rwanda,"
,Saint Lucia,13.9094,-60.9789,13-02-2019 00:00,0,Confirmed,"Saint Lucia,"
,Saint Vincent and the Grenadines,12.9843,-61.2872,13-02-2019 00:00,0,Confirmed,"Saint Vincent and the Grenadines,"
,Suriname,3.9193,-56.0278,13-02-2019 00:00,0,Confirmed,"Suriname,"
,Kosovo,42.6026,20.903,13-02-2019 00:00,0,Confirmed,"Kosovo,"
,Central African Republic,6.6111,20.9394,13-02-2019 00:00,0,Confirmed,"Central African Republic,"
,Congo (Brazzaville),-4.0383,21.7587,13-02-2019 00:00,0,Confirmed,"Congo (Brazzaville),"
,Equatorial Guinea,1.5,10,13-02-2019 00:00,0,Confirmed,"Equatorial Guinea,"
,Uzbekistan,41.3775,64.5853,13-02-2019 00:00,0,Confirmed,"Uzbekistan,"
,Benin,9.3077,2.3158,13-02-2019 00:00,0,Confirmed,"Benin,"
,Liberia,6.4281,-9.4295,13-02-2019 00:00,0,Confirmed,"Liberia,"
,Somalia,5.1521,46.1996,13-02-2019 00:00,0,Confirmed,"Somalia,"
,Tanzania,-6.369,34.8888,13-02-2019 00:00,0,Confirmed,"Tanzania,"
,Barbados,13.1939,-59.5432,13-02-2019 00:00,0,Confirmed,"Barbados,"
,Montenegro,42.5,19.3,13-02-2019 00:00,0,Confirmed,"Montenegro,"
,Kyrgyzstan,41.2044,74.7661,13-02-2019 00:00,0,Confirmed,"Kyrgyzstan,"
,Mauritius,-20.2,57.5,13-02-2019 00:00,0,Confirmed,"Mauritius,"
,Zambia,-15.4167,28.2833,13-02-2019 00:00,0,Confirmed,"Zambia,"
,Djibouti,11.8251,42.5903,13-02-2019 00:00,0,Confirmed,"Djibouti,"
,"Gambia, The",13.4432,-15.3101,13-02-2019 00:00,0,Confirmed,"Gambia, The,"
,"Bahamas, The",25.0343,-77.3963,13-02-2019 00:00,0,Confirmed,"Bahamas, The,"
,Chad,15.4542,18.7322,13-02-2019 00:00,0,Confirmed,"Chad,"
,El Salvador,13.7942,-88.8965,13-02-2019 00:00,0,Confirmed,"El Salvador,"
,Fiji,-17.7134,178.065,13-02-2019 00:00,0,Confirmed,"Fiji,"
,Nicaragua,12.8654,-85.2072,13-02-2019 00:00,0,Confirmed,"Nicaragua,"
,Madagascar,-18.7669,46.8691,13-02-2019 00:00,0,Confirmed,"Madagascar,"
,Haiti,18.9712,-72.2852,13-02-2019 00:00,0,Confirmed,"Haiti,"
,Angola,-11.2027,17.8739,13-02-2019 00:00,0,Confirmed,"Angola,"
,Cabo Verde,16.5388,-23.0418,13-02-2019 00:00,0,Confirmed,"Cabo Verde,"
,Niger,17.6078,8.0817,13-02-2019 00:00,0,Confirmed,"Niger,"
,Papua New Guinea,-6.315,143.9555,13-02-2019 00:00,0,Confirmed,"Papua New Guinea,"
,Zimbabwe,-20,30,13-02-2019 00:00,0,Confirmed,"Zimbabwe,"
,Cape Verde,15.1111,-23.6167,13-02-2019 00:00,0,Confirmed,"Cape Verde,"
,East Timor,-8.55,125.56,13-02-2019 00:00,0,Confirmed,"East Timor,"
,Eritrea,15.1794,39.7823,13-02-2019 00:00,0,Confirmed,"Eritrea,"
,Uganda,1,32,13-02-2019 00:00,0,Confirmed,"Uganda,"
,Dominica,15.415,-61.371,13-02-2019 00:00,0,Confirmed,"Dominica,"
,Grenada,12.1165,-61.679,13-02-2019 00:00,0,Confirmed,"Grenada,"
,Mozambique,-18.6657,35.5296,13-02-2019 00:00,0,Confirmed,"Mozambique,"
,Syria,34.8021,38.9968,13-02-2019 00:00,0,Confirmed,"Syria,"
,Timor-Leste,-8.8742,125.7275,13-02-2019 00:00,0,Confirmed,"Timor-Leste,"
,Guadeloupe,16.265,-61.551,13-02-2019 00:00,0,Confirmed,"Guadeloupe,"
,Reunion,-21.1151,55.5364,13-02-2019 00:00,0,Confirmed,"Reunion,"
,French Guiana,3.9339,-53.1258,13-02-2019 00:00,0,Confirmed,"French Guiana,"
,Mayotte,-12.8275,45.1662,13-02-2019 00:00,0,Confirmed,"Mayotte,"
,Greenland,72,-40,13-02-2019 00:00,0,Confirmed,"Greenland,"
,Guam,13.4443,144.7937,13-02-2019 00:00,0,Confirmed,"Guam,"
,Guernsey,49.45,-2.58,13-02-2019 00:00,0,Confirmed,"Guernsey,"
,Jersey,49.19,-2.11,13-02-2019 00:00,0,Confirmed,"Jersey,"
,Puerto Rico,18.2,-66.5,13-02-2019 00:00,0,Confirmed,"Puerto Rico,"
,Republic of the Congo,-1.44,15.556,13-02-2019 00:00,0,Confirmed,"Republic of the Congo,"
,The Bahamas,24.25,-76,13-02-2019 00:00,0,Confirmed,"The Bahamas,"
,The Gambia,13.4667,-16.6,13-02-2019 00:00,0,Confirmed,"The Gambia,"
,Egypt,26,30,12-02-2019 00:00,0,Confirmed,"Egypt,"
,Lebanon,33.8547,35.8623,12-02-2019 00:00,0,Confirmed,"Lebanon,"
,Iraq,33,44,12-02-2019 00:00,0,Confirmed,"Iraq,"
